,data,denominazione_regione,totale_positivi
4277,2020-09-20 17:00:00,Puglia,2128
4276,2020-09-20 17:00:00,Piemonte,2326
4274,2020-09-20 17:00:00,P.A. Bolzano,422
4273,2020-09-20 17:00:00,Molise,104
4272,2020-09-20 17:00:00,Marche,642
4264,2020-09-20 17:00:00,Basilicata,166
4265,2020-09-20 17:00:00,Calabria,461
4266,2020-09-20 17:00:00,Campania,4675
4267,2020-09-20 17:00:00,Emilia-Romagna,4529
4263,2020-09-20 17:00:00,Abruzzo,679
4269,2020-09-20 17:00:00,Lazio,5689
4270,2020-09-20 17:00:00,Liguria,1461
4271,2020-09-20 17:00:00,Lombardia,9007
4268,2020-09-20 17:00:00,Friuli Venezia Giulia,686
4422,2020-09-27 17:00:00,P.A. Trento,598
4430,2020-09-27 17:00:00,Veneto,3490
4429,2020-09-27 17:00:00,Valle d'Aosta,66
4428,2020-09-27 17:00:00,Umbria,501
4427,2020-09-27 17:00:00,Toscana,3407
4426,2020-09-27 17:00:00,Sicilia,2659
4425,2020-09-27 17:00:00,Sardegna,1964
4424,2020-09-27 17:00:00,Puglia,2404
4423,2020-09-27 17:00:00,Piemonte,2633
4421,2020-09-27 17:00:00,P.A. Bolzano,547
4420,2020-09-27 17:00:00,Molise,141
4419,2020-09-27 17:00:00,Marche,760
4411,2020-09-27 17:00:00,Basilicata,266
4412,2020-09-27 17:00:00,Calabria,544
4413,2020-09-27 17:00:00,Campania,5590
4414,2020-09-27 17:00:00,Emilia-Romagna,4682
4410,2020-09-27 17:00:00,Abruzzo,862
4416,2020-09-27 17:00:00,Lazio,6809
4417,2020-09-27 17:00:00,Liguria,1738
4418,2020-09-27 17:00:00,Lombardia,9237
4415,2020-09-27 17:00:00,Friuli Venezia Giulia,720
4569,2020-10-04 17:00:00,P.A. Trento,629
4577,2020-10-04 17:00:00,Veneto,4235
4576,2020-10-04 17:00:00,Valle d'Aosta,81
4575,2020-10-04 17:00:00,Umbria,695
4574,2020-10-04 17:00:00,Toscana,3962
4573,2020-10-04 17:00:00,Sicilia,3247
4572,2020-10-04 17:00:00,Sardegna,2279
4571,2020-10-04 17:00:00,Puglia,2897
4570,2020-10-04 17:00:00,Piemonte,3370
4568,2020-10-04 17:00:00,P.A. Bolzano,616
4567,2020-10-04 17:00:00,Molise,141
4566,2020-10-04 17:00:00,Marche,941
4558,2020-10-04 17:00:00,Basilicata,390
4559,2020-10-04 17:00:00,Calabria,575
4560,2020-10-04 17:00:00,Campania,7400
4561,2020-10-04 17:00:00,Emilia-Romagna,4954
4557,2020-10-04 17:00:00,Abruzzo,995
4563,2020-10-04 17:00:00,Lazio,7933
4564,2020-10-04 17:00:00,Liguria,1877
4565,2020-10-04 17:00:00,Lombardia,9361
4562,2020-10-04 17:00:00,Friuli Venezia Giulia,851
4716,2020-10-11 17:00:00,P.A. Trento,681
4724,2020-10-11 17:00:00,Veneto,6088
4723,2020-10-11 17:00:00,Valle d'Aosta,197
4722,2020-10-11 17:00:00,Umbria,1236
4721,2020-10-11 17:00:00,Toscana,6142
4720,2020-10-11 17:00:00,Sicilia,4401
4719,2020-10-11 17:00:00,Sardegna,2772
4718,2020-10-11 17:00:00,Puglia,3807
4717,2020-10-11 17:00:00,Piemonte,5056
4715,2020-10-11 17:00:00,P.A. Bolzano,940
4714,2020-10-11 17:00:00,Molise,165
4713,2020-10-11 17:00:00,Marche,1303
4705,2020-10-11 17:00:00,Basilicata,485
4706,2020-10-11 17:00:00,Calabria,730
4707,2020-10-11 17:00:00,Campania,10694
4708,2020-10-11 17:00:00,Emilia-Romagna,6349
4704,2020-10-11 17:00:00,Abruzzo,1417
4710,2020-10-11 17:00:00,Lazio,9842
4711,2020-10-11 17:00:00,Liguria,2598
4712,2020-10-11 17:00:00,Lombardia,12849
4709,2020-10-11 17:00:00,Friuli Venezia Giulia,1323
4863,2020-10-18 17:00:00,P.A. Trento,801
4871,2020-10-18 17:00:00,Veneto,9425
4870,2020-10-18 17:00:00,Valle d'Aosta,528
4869,2020-10-18 17:00:00,Umbria,2431
4868,2020-10-18 17:00:00,Toscana,9986
4867,2020-10-18 17:00:00,Sicilia,6790
4866,2020-10-18 17:00:00,Sardegna,3396
4865,2020-10-18 17:00:00,Puglia,5233
4864,2020-10-18 17:00:00,Piemonte,9833
4862,2020-10-18 17:00:00,P.A. Bolzano,1607
4861,2020-10-18 17:00:00,Molise,355
4860,2020-10-18 17:00:00,Marche,2045
4852,2020-10-18 17:00:00,Basilicata,680
4853,2020-10-18 17:00:00,Calabria,1072
4854,2020-10-18 17:00:00,Campania,16865
4855,2020-10-18 17:00:00,Emilia-Romagna,9163
4851,2020-10-18 17:00:00,Abruzzo,2513
4857,2020-10-18 17:00:00,Lazio,14380
4858,2020-10-18 17:00:00,Liguria,3759
4859,2020-10-18 17:00:00,Lombardia,23294
4856,2020-10-18 17:00:00,Friuli Venezia Giulia,2081
5010,2020-10-25 17:00:00,P.A. Trento,1332
5018,2020-10-25 17:00:00,Veneto,16972
5017,2020-10-25 17:00:00,Valle d'Aosta,1181
5016,2020-10-25 17:00:00,Umbria,4395
5015,2020-10-25 17:00:00,Toscana,17320
5014,2020-10-25 17:00:00,Sicilia,10555
5013,2020-10-25 17:00:00,Sardegna,4754
5012,2020-10-25 17:00:00,Puglia,7872
5011,2020-10-25 17:00:00,Piemonte,19877
5009,2020-10-25 17:00:00,P.A. Bolzano,3187
5008,2020-10-25 17:00:00,Molise,550
5007,2020-10-25 17:00:00,Marche,3726
4999,2020-10-25 17:00:00,Basilicata,1013
5000,2020-10-25 17:00:00,Calabria,2013
5001,2020-10-25 17:00:00,Campania,28720
5002,2020-10-25 17:00:00,Emilia-Romagna,14828
4998,2020-10-25 17:00:00,Abruzzo,4085
5004,2020-10-25 17:00:00,Lazio,22815
5005,2020-10-25 17:00:00,Liguria,6036
5006,2020-10-25 17:00:00,Lombardia,47983
5003,2020-10-25 17:00:00,Friuli Venezia Giulia,3027
5157,2020-11-01 17:00:00,P.A. Trento,2100
5165,2020-11-01 17:00:00,Veneto,31414
5164,2020-11-01 17:00:00,Valle d'Aosta,1920
5163,2020-11-01 17:00:00,Umbria,7210
5162,2020-11-01 17:00:00,Toscana,29974
5161,2020-11-01 17:00:00,Sicilia,15324
5160,2020-11-01 17:00:00,Sardegna,6378
5159,2020-11-01 17:00:00,Puglia,12032
5158,2020-11-01 17:00:00,Piemonte,34414
5156,2020-11-01 17:00:00,P.A. Bolzano,5631
5155,2020-11-01 17:00:00,Molise,1053
5154,2020-11-01 17:00:00,Marche,6723
5146,2020-11-01 17:00:00,Basilicata,1595
5147,2020-11-01 17:00:00,Calabria,3362
5148,2020-11-01 17:00:00,Campania,47178
5149,2020-11-01 17:00:00,Emilia-Romagna,24917
5145,2020-11-01 17:00:00,Abruzzo,6633
5151,2020-11-01 17:00:00,Lazio,36106
5152,2020-11-01 17:00:00,Liguria,8714
5153,2020-11-01 17:00:00,Lombardia,90075
5150,2020-11-01 17:00:00,Friuli Venezia Giulia,5376
5304,2020-11-08 17:00:00,P.A. Trento,2753
5312,2020-11-08 17:00:00,Veneto,50970
5311,2020-11-08 17:00:00,Valle d'Aosta,2172
5310,2020-11-08 17:00:00,Umbria,9800
5309,2020-11-08 17:00:00,Toscana,43447
5308,2020-11-08 17:00:00,Sicilia,21467
5307,2020-11-08 17:00:00,Sardegna,8427
5306,2020-11-08 17:00:00,Puglia,17187
5305,2020-11-08 17:00:00,Piemonte,54197
5303,2020-11-08 17:00:00,P.A. Bolzano,7987
5302,2020-11-08 17:00:00,Molise,1642
5301,2020-11-08 17:00:00,Marche,10241
5293,2020-11-08 17:00:00,Basilicata,2654
5294,2020-11-08 17:00:00,Calabria,5020
5295,2020-11-08 17:00:00,Campania,69652
5296,2020-11-08 17:00:00,Emilia-Romagna,37852
5292,2020-11-08 17:00:00,Abruzzo,9331
5298,2020-11-08 17:00:00,Lazio,51378
5299,2020-11-08 17:00:00,Liguria,12408
5300,2020-11-08 17:00:00,Lombardia,132410
5297,2020-11-08 17:00:00,Friuli Venezia Giulia,7641
5451,2020-11-15 17:00:00,P.A. Trento,2962
5459,2020-11-15 17:00:00,Veneto,61506
5458,2020-11-15 17:00:00,Valle d'Aosta,2295
5457,2020-11-15 17:00:00,Umbria,11095
5456,2020-11-15 17:00:00,Toscana,52308
5455,2020-11-15 17:00:00,Sicilia,28807
5454,2020-11-15 17:00:00,Sardegna,10220
5453,2020-11-15 17:00:00,Puglia,24702
5452,2020-11-15 17:00:00,Piemonte,71229
5450,2020-11-15 17:00:00,P.A. Bolzano,10290
5449,2020-11-15 17:00:00,Molise,2012
5448,2020-11-15 17:00:00,Marche,14049
5440,2020-11-15 17:00:00,Basilicata,3969
5441,2020-11-15 17:00:00,Calabria,7039
5442,2020-11-15 17:00:00,Campania,88257
5443,2020-11-15 17:00:00,Emilia-Romagna,53201
5439,2020-11-15 17:00:00,Abruzzo,13034
5445,2020-11-15 17:00:00,Lazio,67309
5446,2020-11-15 17:00:00,Liguria,15738
5447,2020-11-15 17:00:00,Lombardia,162541
5444,2020-11-15 17:00:00,Friuli Venezia Giulia,9927
5598,2020-11-22 17:00:00,P.A. Trento,2542
5606,2020-11-22 17:00:00,Veneto,72456
5605,2020-11-22 17:00:00,Valle d'Aosta,1919
5604,2020-11-22 17:00:00,Umbria,11572
5603,2020-11-22 17:00:00,Toscana,52724
5602,2020-11-22 17:00:00,Sicilia,37162
5601,2020-11-22 17:00:00,Sardegna,12183
5600,2020-11-22 17:00:00,Puglia,31352
5599,2020-11-22 17:00:00,Piemonte,77012
5597,2020-11-22 17:00:00,P.A. Bolzano,11624
5596,2020-11-22 17:00:00,Molise,2370
5595,2020-11-22 17:00:00,Marche,15367
5587,2020-11-22 17:00:00,Basilicata,5332
5588,2020-11-22 17:00:00,Calabria,10058
5589,2020-11-22 17:00:00,Campania,103481
5590,2020-11-22 17:00:00,Emilia-Romagna,67274
5586,2020-11-22 17:00:00,Abruzzo,16131
5592,2020-11-22 17:00:00,Lazio,82053
5593,2020-11-22 17:00:00,Liguria,15878
5594,2020-11-22 17:00:00,Lombardia,164406
5591,2020-11-22 17:00:00,Friuli Venezia Giulia,13051
5745,2020-11-29 17:00:00,P.A. Trento,2319
5753,2020-11-29 17:00:00,Veneto,79711
5752,2020-11-29 17:00:00,Valle d'Aosta,1450
5751,2020-11-29 17:00:00,Umbria,8443
5750,2020-11-29 17:00:00,Toscana,43544
5749,2020-11-29 17:00:00,Sicilia,40484
5748,2020-11-29 17:00:00,Sardegna,13399
5747,2020-11-29 17:00:00,Puglia,38244
5746,2020-11-29 17:00:00,Piemonte,76984
5744,2020-11-29 17:00:00,P.A. Bolzano,11337
5743,2020-11-29 17:00:00,Molise,2645
5742,2020-11-29 17:00:00,Marche,17696
5734,2020-11-29 17:00:00,Basilicata,6182
5735,2020-11-29 17:00:00,Calabria,11024
5736,2020-11-29 17:00:00,Campania,104786
5737,2020-11-29 17:00:00,Emilia-Romagna,70229
5733,2020-11-29 17:00:00,Abruzzo,18040
5739,2020-11-29 17:00:00,Lazio,89712
5740,2020-11-29 17:00:00,Liguria,12606
5741,2020-11-29 17:00:00,Lombardia,132627
5738,2020-11-29 17:00:00,Friuli Venezia Giulia,14309
5892,2020-12-06 17:00:00,P.A. Trento,2417
5900,2020-12-06 17:00:00,Veneto,76804
5899,2020-12-06 17:00:00,Valle d'Aosta,987
5898,2020-12-06 17:00:00,Umbria,6065
5897,2020-12-06 17:00:00,Toscana,29199
5896,2020-12-06 17:00:00,Sicilia,39746
5895,2020-12-06 17:00:00,Sardegna,14960
5894,2020-12-06 17:00:00,Puglia,45834
5893,2020-12-06 17:00:00,Piemonte,66038
5891,2020-12-06 17:00:00,P.A. Bolzano,10921
5890,2020-12-06 17:00:00,Molise,2713
5889,2020-12-06 17:00:00,Marche,20058
5881,2020-12-06 17:00:00,Basilicata,6368
5882,2020-12-06 17:00:00,Calabria,10661
5883,2020-12-06 17:00:00,Campania,101243
5884,2020-12-06 17:00:00,Emilia-Romagna,68167
5880,2020-12-06 17:00:00,Abruzzo,17088
5886,2020-12-06 17:00:00,Lazio,94211
5887,2020-12-06 17:00:00,Liguria,10416
5888,2020-12-06 17:00:00,Lombardia,116379
5885,2020-12-06 17:00:00,Friuli Venezia Giulia,15031
6039,2020-12-13 17:00:00,P.A. Trento,2515
6047,2020-12-13 17:00:00,Veneto,90699
6046,2020-12-13 17:00:00,Valle d'Aosta,622
6045,2020-12-13 17:00:00,Umbria,4808
6044,2020-12-13 17:00:00,Toscana,18114
6043,2020-12-13 17:00:00,Sicilia,35719
6042,2020-12-13 17:00:00,Sardegna,15424
6041,2020-12-13 17:00:00,Puglia,52146
6040,2020-12-13 17:00:00,Piemonte,55974
6038,2020-12-13 17:00:00,P.A. Bolzano,10599
6037,2020-12-13 17:00:00,Molise,2658
6036,2020-12-13 17:00:00,Marche,12294
6028,2020-12-13 17:00:00,Basilicata,6220
6029,2020-12-13 17:00:00,Calabria,9382
6030,2020-12-13 17:00:00,Campania,93260
6031,2020-12-13 17:00:00,Emilia-Romagna,64762
6027,2020-12-13 17:00:00,Abruzzo,15309
6033,2020-12-13 17:00:00,Lazio,86609
6034,2020-12-13 17:00:00,Liguria,8395
6035,2020-12-13 17:00:00,Lombardia,86349
6032,2020-12-13 17:00:00,Friuli Venezia Giulia,14173
6186,2020-12-20 17:00:00,P.A. Trento,2392
6194,2020-12-20 17:00:00,Veneto,100089
6193,2020-12-20 17:00:00,Valle d'Aosta,472
6192,2020-12-20 17:00:00,Umbria,3883
6191,2020-12-20 17:00:00,Toscana,12806
6190,2020-12-20 17:00:00,Sicilia,33883
6189,2020-12-20 17:00:00,Sardegna,15836
6188,2020-12-20 17:00:00,Puglia,53872
6187,2020-12-20 17:00:00,Piemonte,38091
6185,2020-12-20 17:00:00,P.A. Bolzano,10874
6184,2020-12-20 17:00:00,Molise,2747
6183,2020-12-20 17:00:00,Marche,9761
6175,2020-12-20 17:00:00,Basilicata,6005
6176,2020-12-20 17:00:00,Calabria,8469
6177,2020-12-20 17:00:00,Campania,83966
6178,2020-12-20 17:00:00,Emilia-Romagna,60916
6174,2020-12-20 17:00:00,Abruzzo,13040
6180,2020-12-20 17:00:00,Lazio,76780
6181,2020-12-20 17:00:00,Liguria,6835
6182,2020-12-20 17:00:00,Lombardia,68781
6179,2020-12-20 17:00:00,Friuli Venezia Giulia,13262
6333,2020-12-27 17:00:00,P.A. Trento,1775
6341,2020-12-27 17:00:00,Veneto,90021
6340,2020-12-27 17:00:00,Valle d'Aosta,432
6339,2020-12-27 17:00:00,Umbria,3553
6338,2020-12-27 17:00:00,Toscana,10800
6337,2020-12-27 17:00:00,Sicilia,33167
6336,2020-12-27 17:00:00,Sardegna,16415
6335,2020-12-27 17:00:00,Puglia,53638
6334,2020-12-27 17:00:00,Piemonte,31062
6332,2020-12-27 17:00:00,P.A. Bolzano,10580
6331,2020-12-27 17:00:00,Molise,2319
6330,2020-12-27 17:00:00,Marche,9671
6322,2020-12-27 17:00:00,Basilicata,5959
6323,2020-12-27 17:00:00,Calabria,8578
6324,2020-12-27 17:00:00,Campania,80075
6325,2020-12-27 17:00:00,Emilia-Romagna,58175
6321,2020-12-27 17:00:00,Abruzzo,11816
6327,2020-12-27 17:00:00,Lazio,76438
6328,2020-12-27 17:00:00,Liguria,5769
6329,2020-12-27 17:00:00,Lombardia,59327
6326,2020-12-27 17:00:00,Friuli Venezia Giulia,12190
6480,2021-01-03 17:00:00,P.A. Trento,1981
6488,2021-01-03 17:00:00,Veneto,95159
6487,2021-01-03 17:00:00,Valle d'Aosta,414
6486,2021-01-03 17:00:00,Umbria,3904
6485,2021-01-03 17:00:00,Toscana,9948
6484,2021-01-03 17:00:00,Sicilia,35591
6483,2021-01-03 17:00:00,Sardegna,16754
6482,2021-01-03 17:00:00,Puglia,54078
6481,2021-01-03 17:00:00,Piemonte,21463
6479,2021-01-03 17:00:00,P.A. Bolzano,10850
6478,2021-01-03 17:00:00,Molise,1738
6477,2021-01-03 17:00:00,Marche,12066
6469,2021-01-03 17:00:00,Basilicata,6191
6470,2021-01-03 17:00:00,Calabria,8657
6471,2021-01-03 17:00:00,Campania,77825
6472,2021-01-03 17:00:00,Emilia-Romagna,56628
6468,2021-01-03 17:00:00,Abruzzo,11423
6474,2021-01-03 17:00:00,Lazio,77153
6475,2021-01-03 17:00:00,Liguria,5787
6476,2021-01-03 17:00:00,Lombardia,56955
6473,2021-01-03 17:00:00,Friuli Venezia Giulia,11649
6627,2021-01-10 17:00:00,P.A. Trento,1998
6635,2021-01-10 17:00:00,Veneto,88813
6634,2021-01-10 17:00:00,Valle d'Aosta,430
6633,2021-01-10 17:00:00,Umbria,4304
6632,2021-01-10 17:00:00,Toscana,9101
6631,2021-01-10 17:00:00,Sicilia,41506
6630,2021-01-10 17:00:00,Sardegna,17227
6629,2021-01-10 17:00:00,Puglia,55279
6628,2021-01-10 17:00:00,Piemonte,15342
6626,2021-01-10 17:00:00,P.A. Bolzano,11660
6625,2021-01-10 17:00:00,Molise,1246
6624,2021-01-10 17:00:00,Marche,15246
6616,2021-01-10 17:00:00,Basilicata,6637
6617,2021-01-10 17:00:00,Calabria,9612
6618,2021-01-10 17:00:00,Campania,75388
6619,2021-01-10 17:00:00,Emilia-Romagna,59908
6615,2021-01-10 17:00:00,Abruzzo,11541
6621,2021-01-10 17:00:00,Lazio,78785
6622,2021-01-10 17:00:00,Liguria,5226
6623,2021-01-10 17:00:00,Lombardia,57798
6620,2021-01-10 17:00:00,Friuli Venezia Giulia,12885
6773,2021-01-17 17:00:00,P.A. Bolzano,12099
6781,2021-01-17 17:00:00,Valle d'Aosta,415
6780,2021-01-17 17:00:00,Umbria,4606
6779,2021-01-17 17:00:00,Toscana,8204
6778,2021-01-17 17:00:00,Sicilia,46425
6777,2021-01-17 17:00:00,Sardegna,17748
6776,2021-01-17 17:00:00,Puglia,56120
6775,2021-01-17 17:00:00,Piemonte,15000
6774,2021-01-17 17:00:00,P.A. Trento,2430
6772,2021-01-17 17:00:00,Molise,1144
6782,2021-01-17 17:00:00,Veneto,70640
6770,2021-01-17 17:00:00,Lombardia,56142
6762,2021-01-17 17:00:00,Abruzzo,11552
6763,2021-01-17 17:00:00,Basilicata,6918
6764,2021-01-17 17:00:00,Calabria,10233
6765,2021-01-17 17:00:00,Campania,73111
6771,2021-01-17 17:00:00,Marche,10542
6767,2021-01-17 17:00:00,Friuli Venezia Giulia,12738
6768,2021-01-17 17:00:00,Lazio,77510
6769,2021-01-17 17:00:00,Liguria,4966
6766,2021-01-17 17:00:00,Emilia-Romagna,54831
6921,2021-01-24 17:00:00,P.A. Trento,2108
6929,2021-01-24 17:00:00,Veneto,45706
6928,2021-01-24 17:00:00,Valle d'Aosta,303
6927,2021-01-24 17:00:00,Umbria,5112
6926,2021-01-24 17:00:00,Toscana,8417
6925,2021-01-24 17:00:00,Sicilia,47654
6924,2021-01-24 17:00:00,Sardegna,17098
6923,2021-01-24 17:00:00,Puglia,55070
6922,2021-01-24 17:00:00,Piemonte,13346
6920,2021-01-24 17:00:00,P.A. Bolzano,13499
6919,2021-01-24 17:00:00,Molise,1082
6918,2021-01-24 17:00:00,Marche,8825
6910,2021-01-24 17:00:00,Basilicata,6900
6911,2021-01-24 17:00:00,Calabria,10405
6912,2021-01-24 17:00:00,Campania,62985
6913,2021-01-24 17:00:00,Emilia-Romagna,51357
6909,2021-01-24 17:00:00,Abruzzo,10654
6915,2021-01-24 17:00:00,Lazio,69385
6916,2021-01-24 17:00:00,Liguria,4612
6917,2021-01-24 17:00:00,Lombardia,53004
6914,2021-01-24 17:00:00,Friuli Venezia Giulia,11756
7068,2021-01-31 17:00:00,P.A. Trento,2469
7076,2021-01-31 17:00:00,Veneto,33945
7075,2021-01-31 17:00:00,Valle d'Aosta,233
7074,2021-01-31 17:00:00,Umbria,5629
7073,2021-01-31 17:00:00,Toscana,9175
7072,2021-01-31 17:00:00,Sicilia,42289
7071,2021-01-31 17:00:00,Sardegna,15980
7070,2021-01-31 17:00:00,Puglia,52744
7069,2021-01-31 17:00:00,Piemonte,12312
7067,2021-01-31 17:00:00,P.A. Bolzano,4618
7066,2021-01-31 17:00:00,Molise,1159
7065,2021-01-31 17:00:00,Marche,9258
7057,2021-01-31 17:00:00,Basilicata,5424
7058,2021-01-31 17:00:00,Calabria,8909
7059,2021-01-31 17:00:00,Campania,62422
7060,2021-01-31 17:00:00,Emilia-Romagna,46868
7056,2021-01-31 17:00:00,Abruzzo,10487
7062,2021-01-31 17:00:00,Lazio,63201
7063,2021-01-31 17:00:00,Liguria,4436
7064,2021-01-31 17:00:00,Lombardia,51077
7061,2021-01-31 17:00:00,Friuli Venezia Giulia,11333
7215,2021-02-07 17:00:00,P.A. Trento,2676
7223,2021-02-07 17:00:00,Veneto,26970
7222,2021-02-07 17:00:00,Valle d'Aosta,162
7221,2021-02-07 17:00:00,Umbria,6784
7220,2021-02-07 17:00:00,Toscana,10440
7219,2021-02-07 17:00:00,Sicilia,39009
7218,2021-02-07 17:00:00,Sardegna,14685
7217,2021-02-07 17:00:00,Puglia,51266
7216,2021-02-07 17:00:00,Piemonte,12322
7214,2021-02-07 17:00:00,P.A. Bolzano,5289
7213,2021-02-07 17:00:00,Molise,1355
7212,2021-02-07 17:00:00,Marche,7626
7204,2021-02-07 17:00:00,Basilicata,3292
7205,2021-02-07 17:00:00,Calabria,7803
7206,2021-02-07 17:00:00,Campania,65472
7207,2021-02-07 17:00:00,Emilia-Romagna,43261
7203,2021-02-07 17:00:00,Abruzzo,10976
7209,2021-02-07 17:00:00,Lazio,53358
7210,2021-02-07 17:00:00,Liguria,4651
7211,2021-02-07 17:00:00,Lombardia,48840
7208,2021-02-07 17:00:00,Friuli Venezia Giulia,10787
7362,2021-02-14 17:00:00,P.A. Trento,2789
7370,2021-02-14 17:00:00,Veneto,24814
7369,2021-02-14 17:00:00,Valle d'Aosta,137
7368,2021-02-14 17:00:00,Umbria,8166
7367,2021-02-14 17:00:00,Toscana,12165
7366,2021-02-14 17:00:00,Sicilia,34866
7365,2021-02-14 17:00:00,Sardegna,14002
7364,2021-02-14 17:00:00,Puglia,41654
7363,2021-02-14 17:00:00,Piemonte,12361
7361,2021-02-14 17:00:00,P.A. Bolzano,8358
7360,2021-02-14 17:00:00,Molise,1585
7359,2021-02-14 17:00:00,Marche,8130
7351,2021-02-14 17:00:00,Basilicata,3450
7352,2021-02-14 17:00:00,Calabria,6752
7353,2021-02-14 17:00:00,Campania,68994
7354,2021-02-14 17:00:00,Emilia-Romagna,37920
7350,2021-02-14 17:00:00,Abruzzo,11648
7356,2021-02-14 17:00:00,Lazio,39589
7357,2021-02-14 17:00:00,Liguria,5015
7358,2021-02-14 17:00:00,Lombardia,50617
7355,2021-02-14 17:00:00,Friuli Venezia Giulia,9771
7509,2021-02-21 17:00:00,P.A. Trento,3109
7517,2021-02-21 17:00:00,Veneto,22085
7516,2021-02-21 17:00:00,Valle d'Aosta,133
7515,2021-02-21 17:00:00,Umbria,8548
7514,2021-02-21 17:00:00,Toscana,14215
7513,2021-02-21 17:00:00,Sicilia,29180
7512,2021-02-21 17:00:00,Sardegna,13208
7511,2021-02-21 17:00:00,Puglia,33198
7510,2021-02-21 17:00:00,Piemonte,12820
7508,2021-02-21 17:00:00,P.A. Bolzano,6959
7507,2021-02-21 17:00:00,Molise,1689
7506,2021-02-21 17:00:00,Marche,8912
7498,2021-02-21 17:00:00,Basilicata,3578
7499,2021-02-21 17:00:00,Calabria,6367
7500,2021-02-21 17:00:00,Campania,71294
7501,2021-02-21 17:00:00,Emilia-Romagna,36028
7497,2021-02-21 17:00:00,Abruzzo,12924
7503,2021-02-21 17:00:00,Lazio,35439
7504,2021-02-21 17:00:00,Liguria,4890
7505,2021-02-21 17:00:00,Lombardia,55045
7502,2021-02-21 17:00:00,Friuli Venezia Giulia,9274
7656,2021-02-28 17:00:00,P.A. Trento,3933
7664,2021-02-28 17:00:00,Veneto,24519
7663,2021-02-28 17:00:00,Valle d'Aosta,174
7662,2021-02-28 17:00:00,Umbria,8141
7661,2021-02-28 17:00:00,Toscana,18049
7660,2021-02-28 17:00:00,Sicilia,25982
7659,2021-02-28 17:00:00,Sardegna,12855
7658,2021-02-28 17:00:00,Puglia,33081
7657,2021-02-28 17:00:00,Piemonte,16077
7655,2021-02-28 17:00:00,P.A. Bolzano,6702
7654,2021-02-28 17:00:00,Molise,1776
7653,2021-02-28 17:00:00,Marche,10230
7645,2021-02-28 17:00:00,Basilicata,4032
7646,2021-02-28 17:00:00,Calabria,6264
7647,2021-02-28 17:00:00,Campania,77023
7648,2021-02-28 17:00:00,Emilia-Romagna,42678
7644,2021-02-28 17:00:00,Abruzzo,13244
7650,2021-02-28 17:00:00,Lazio,35801
7651,2021-02-28 17:00:00,Liguria,5383
7652,2021-02-28 17:00:00,Lombardia,66341
7649,2021-02-28 17:00:00,Friuli Venezia Giulia,10082
7803,2021-03-07 17:00:00,P.A. Trento,4168
7811,2021-03-07 17:00:00,Veneto,29068
7810,2021-03-07 17:00:00,Valle d'Aosta,177
7809,2021-03-07 17:00:00,Umbria,7279
7808,2021-03-07 17:00:00,Toscana,21413
7807,2021-03-07 17:00:00,Sicilia,16720
7806,2021-03-07 17:00:00,Sardegna,12686
7805,2021-03-07 17:00:00,Puglia,35466
7804,2021-03-07 17:00:00,Piemonte,22305
7802,2021-03-07 17:00:00,P.A. Bolzano,5356
7801,2021-03-07 17:00:00,Molise,1676
7800,2021-03-07 17:00:00,Marche,10478
7792,2021-03-07 17:00:00,Basilicata,3785
7793,2021-03-07 17:00:00,Calabria,6649
7794,2021-03-07 17:00:00,Campania,89595
7795,2021-03-07 17:00:00,Emilia-Romagna,54935
7791,2021-03-07 17:00:00,Abruzzo,13565
7797,2021-03-07 17:00:00,Lazio,37612
7798,2021-03-07 17:00:00,Liguria,5873
7799,2021-03-07 17:00:00,Lombardia,82208
7796,2021-03-07 17:00:00,Friuli Venezia Giulia,11848
7949,2021-03-14 17:00:00,P.A. Bolzano,4085
7957,2021-03-14 17:00:00,Valle d'Aosta,302
7956,2021-03-14 17:00:00,Umbria,6099
7955,2021-03-14 17:00:00,Toscana,24265
7954,2021-03-14 17:00:00,Sicilia,14323
7953,2021-03-14 17:00:00,Sardegna,12880
7952,2021-03-14 17:00:00,Puglia,39142
7951,2021-03-14 17:00:00,Piemonte,29652
7950,2021-03-14 17:00:00,P.A. Trento,4312
7948,2021-03-14 17:00:00,Molise,1560
7958,2021-03-14 17:00:00,Veneto,35006
7946,2021-03-14 17:00:00,Lombardia,97487
7938,2021-03-14 17:00:00,Abruzzo,12840
7939,2021-03-14 17:00:00,Basilicata,4091
7940,2021-03-14 17:00:00,Calabria,7557
7941,2021-03-14 17:00:00,Campania,96995
7947,2021-03-14 17:00:00,Marche,10910
7943,2021-03-14 17:00:00,Friuli Venezia Giulia,14341
7944,2021-03-14 17:00:00,Lazio,42587
7945,2021-03-14 17:00:00,Liguria,6264
7942,2021-03-14 17:00:00,Emilia-Romagna,66568
8096,2021-03-21 17:00:00,P.A. Bolzano,3308
8104,2021-03-21 17:00:00,Valle d'Aosta,530
8103,2021-03-21 17:00:00,Umbria,5516
8102,2021-03-21 17:00:00,Toscana,26348
8101,2021-03-21 17:00:00,Sicilia,16192
8100,2021-03-21 17:00:00,Sardegna,13016
8099,2021-03-21 17:00:00,Puglia,43079
8098,2021-03-21 17:00:00,Piemonte,34531
8097,2021-03-21 17:00:00,P.A. Trento,3706
8095,2021-03-21 17:00:00,Molise,1347
8105,2021-03-21 17:00:00,Veneto,38954
8093,2021-03-21 17:00:00,Lombardia,105775
8085,2021-03-21 17:00:00,Abruzzo,11182
