,data,denominazione_regione,totale_positivi
12066,2021-09-26 17:00:00,P.A. Trento,367
12074,2021-09-26 17:00:00,Veneto,11303
12073,2021-09-26 17:00:00,Valle d'Aosta,64
12072,2021-09-26 17:00:00,Umbria,991
12071,2021-09-26 17:00:00,Toscana,7440
12070,2021-09-26 17:00:00,Sicilia,17003
12069,2021-09-26 17:00:00,Sardegna,2627
12068,2021-09-26 17:00:00,Puglia,2942
12067,2021-09-26 17:00:00,Piemonte,3794
12065,2021-09-26 17:00:00,P.A. Bolzano,905
12064,2021-09-26 17:00:00,Molise,154
12063,2021-09-26 17:00:00,Marche,2662
12055,2021-09-26 17:00:00,Basilicata,1200
12056,2021-09-26 17:00:00,Calabria,4058
12057,2021-09-26 17:00:00,Campania,7546
12058,2021-09-26 17:00:00,Emilia-Romagna,13942
12054,2021-09-26 17:00:00,Abruzzo,1933
12060,2021-09-26 17:00:00,Lazio,10242
12061,2021-09-26 17:00:00,Liguria,1123
12062,2021-09-26 17:00:00,Lombardia,10853
12059,2021-09-26 17:00:00,Friuli Venezia Giulia,1095
12212,2021-10-03 17:00:00,P.A. Bolzano,881
12220,2021-10-03 17:00:00,Valle d'Aosta,91
12219,2021-10-03 17:00:00,Umbria,785
12218,2021-10-03 17:00:00,Toscana,6597
12217,2021-10-03 17:00:00,Sicilia,13839
12216,2021-10-03 17:00:00,Sardegna,1986
12215,2021-10-03 17:00:00,Puglia,2596
12214,2021-10-03 17:00:00,Piemonte,3587
12213,2021-10-03 17:00:00,P.A. Trento,347
12211,2021-10-03 17:00:00,Molise,98
12221,2021-10-03 17:00:00,Veneto,10346
12209,2021-10-03 17:00:00,Lombardia,9999
12201,2021-10-03 17:00:00,Abruzzo,1758
12202,2021-10-03 17:00:00,Basilicata,1230
12203,2021-10-03 17:00:00,Calabria,3492
12204,2021-10-03 17:00:00,Campania,6790
12210,2021-10-03 17:00:00,Marche,2533
12206,2021-10-03 17:00:00,Friuli Venezia Giulia,968
12207,2021-10-03 17:00:00,Lazio,9533
12208,2021-10-03 17:00:00,Liguria,1067
12205,2021-10-03 17:00:00,Emilia-Romagna,14444
12360,2021-10-10 17:00:00,P.A. Trento,339
12368,2021-10-10 17:00:00,Veneto,9419
12367,2021-10-10 17:00:00,Valle d'Aosta,110
12366,2021-10-10 17:00:00,Umbria,672
12365,2021-10-10 17:00:00,Toscana,5842
12364,2021-10-10 17:00:00,Sicilia,10748
12363,2021-10-10 17:00:00,Sardegna,1735
12362,2021-10-10 17:00:00,Puglia,2382
12361,2021-10-10 17:00:00,Piemonte,3345
12359,2021-10-10 17:00:00,P.A. Bolzano,856
12358,2021-10-10 17:00:00,Molise,81
12357,2021-10-10 17:00:00,Marche,2301
12349,2021-10-10 17:00:00,Basilicata,1160
12350,2021-10-10 17:00:00,Calabria,2936
12351,2021-10-10 17:00:00,Campania,6397
12352,2021-10-10 17:00:00,Emilia-Romagna,14992
12348,2021-10-10 17:00:00,Abruzzo,1494
12354,2021-10-10 17:00:00,Lazio,9144
12355,2021-10-10 17:00:00,Liguria,985
12356,2021-10-10 17:00:00,Lombardia,9031
12353,2021-10-10 17:00:00,Friuli Venezia Giulia,839
12507,2021-10-17 17:00:00,P.A. Trento,285
12515,2021-10-17 17:00:00,Veneto,8978
12514,2021-10-17 17:00:00,Valle d'Aosta,107
12513,2021-10-17 17:00:00,Umbria,571
12512,2021-10-17 17:00:00,Toscana,5354
12511,2021-10-17 17:00:00,Sicilia,7696
12510,2021-10-17 17:00:00,Sardegna,1576
12509,2021-10-17 17:00:00,Puglia,2159
12508,2021-10-17 17:00:00,Piemonte,3341
12506,2021-10-17 17:00:00,P.A. Bolzano,828
12505,2021-10-17 17:00:00,Molise,76
12504,2021-10-17 17:00:00,Marche,2034
12496,2021-10-17 17:00:00,Basilicata,954
12497,2021-10-17 17:00:00,Calabria,2744
12498,2021-10-17 17:00:00,Campania,6273
12499,2021-10-17 17:00:00,Emilia-Romagna,14198
12495,2021-10-17 17:00:00,Abruzzo,1420
12501,2021-10-17 17:00:00,Lazio,8818
12502,2021-10-17 17:00:00,Liguria,909
12503,2021-10-17 17:00:00,Lombardia,8344
12500,2021-10-17 17:00:00,Friuli Venezia Giulia,904
12654,2021-10-24 17:00:00,P.A. Trento,342
12662,2021-10-24 17:00:00,Veneto,9279
12661,2021-10-24 17:00:00,Valle d'Aosta,88
12660,2021-10-24 17:00:00,Umbria,883
12659,2021-10-24 17:00:00,Toscana,5140
12658,2021-10-24 17:00:00,Sicilia,6668
12657,2021-10-24 17:00:00,Sardegna,1359
12656,2021-10-24 17:00:00,Puglia,2317
12655,2021-10-24 17:00:00,Piemonte,3778
12653,2021-10-24 17:00:00,P.A. Bolzano,912
12652,2021-10-24 17:00:00,Molise,93
12651,2021-10-24 17:00:00,Marche,2034
12643,2021-10-24 17:00:00,Basilicata,796
12644,2021-10-24 17:00:00,Calabria,2844
12645,2021-10-24 17:00:00,Campania,7102
12646,2021-10-24 17:00:00,Emilia-Romagna,10029
12642,2021-10-24 17:00:00,Abruzzo,1551
12648,2021-10-24 17:00:00,Lazio,8884
12649,2021-10-24 17:00:00,Liguria,940
12650,2021-10-24 17:00:00,Lombardia,8475
12647,2021-10-24 17:00:00,Friuli Venezia Giulia,1261
12801,2021-10-31 17:00:00,P.A. Trento,500
12809,2021-10-31 17:00:00,Veneto,10586
12808,2021-10-31 17:00:00,Valle d'Aosta,80
12807,2021-10-31 17:00:00,Umbria,1173
12806,2021-10-31 17:00:00,Toscana,5796
12805,2021-10-31 17:00:00,Sicilia,7197
12804,2021-10-31 17:00:00,Sardegna,1336
12803,2021-10-31 17:00:00,Puglia,3075
12802,2021-10-31 17:00:00,Piemonte,4250
12800,2021-10-31 17:00:00,P.A. Bolzano,1338
12799,2021-10-31 17:00:00,Molise,114
12798,2021-10-31 17:00:00,Marche,2252
12790,2021-10-31 17:00:00,Basilicata,802
12791,2021-10-31 17:00:00,Calabria,3157
12792,2021-10-31 17:00:00,Campania,8969
12793,2021-10-31 17:00:00,Emilia-Romagna,7429
12789,2021-10-31 17:00:00,Abruzzo,1927
12795,2021-10-31 17:00:00,Lazio,9517
12796,2021-10-31 17:00:00,Liguria,1181
12797,2021-10-31 17:00:00,Lombardia,9620
12794,2021-10-31 17:00:00,Friuli Venezia Giulia,2149
12948,2021-11-07 17:00:00,P.A. Trento,603
12956,2021-11-07 17:00:00,Veneto,12616
12955,2021-11-07 17:00:00,Valle d'Aosta,81
12954,2021-11-07 17:00:00,Umbria,1418
12953,2021-11-07 17:00:00,Toscana,6697
12952,2021-11-07 17:00:00,Sicilia,7777
12951,2021-11-07 17:00:00,Sardegna,1531
12950,2021-11-07 17:00:00,Puglia,3447
12949,2021-11-07 17:00:00,Piemonte,4822
12947,2021-11-07 17:00:00,P.A. Bolzano,2040
12946,2021-11-07 17:00:00,Molise,146
12945,2021-11-07 17:00:00,Marche,2803
12937,2021-11-07 17:00:00,Basilicata,854
12938,2021-11-07 17:00:00,Calabria,3534
12939,2021-11-07 17:00:00,Campania,10787
12940,2021-11-07 17:00:00,Emilia-Romagna,8458
12936,2021-11-07 17:00:00,Abruzzo,2400
12942,2021-11-07 17:00:00,Lazio,10944
12943,2021-11-07 17:00:00,Liguria,1429
12944,2021-11-07 17:00:00,Lombardia,11492
12941,2021-11-07 17:00:00,Friuli Venezia Giulia,3108
13095,2021-11-14 17:00:00,P.A. Trento,720
13103,2021-11-14 17:00:00,Veneto,15922
13102,2021-11-14 17:00:00,Valle d'Aosta,162
13101,2021-11-14 17:00:00,Umbria,1532
13100,2021-11-14 17:00:00,Toscana,7579
13099,2021-11-14 17:00:00,Sicilia,9077
13098,2021-11-14 17:00:00,Sardegna,1849
13097,2021-11-14 17:00:00,Puglia,3820
13096,2021-11-14 17:00:00,Piemonte,6041
13094,2021-11-14 17:00:00,P.A. Bolzano,3365
13093,2021-11-14 17:00:00,Molise,247
13092,2021-11-14 17:00:00,Marche,3345
13084,2021-11-14 17:00:00,Basilicata,930
13085,2021-11-14 17:00:00,Calabria,3737
13086,2021-11-14 17:00:00,Campania,12538
13087,2021-11-14 17:00:00,Emilia-Romagna,10589
13083,2021-11-14 17:00:00,Abruzzo,2983
13089,2021-11-14 17:00:00,Lazio,12758
13090,2021-11-14 17:00:00,Liguria,2092
13091,2021-11-14 17:00:00,Lombardia,15172
13088,2021-11-14 17:00:00,Friuli Venezia Giulia,4772
13242,2021-11-21 17:00:00,P.A. Trento,1109
13250,2021-11-21 17:00:00,Veneto,21252
13249,2021-11-21 17:00:00,Valle d'Aosta,394
13248,2021-11-21 17:00:00,Umbria,1656
13247,2021-11-21 17:00:00,Toscana,8180
13246,2021-11-21 17:00:00,Sicilia,10382
13245,2021-11-21 17:00:00,Sardegna,2256
13244,2021-11-21 17:00:00,Puglia,3988
13243,2021-11-21 17:00:00,Piemonte,7620
13241,2021-11-21 17:00:00,P.A. Bolzano,4477
13240,2021-11-21 17:00:00,Molise,355
13239,2021-11-21 17:00:00,Marche,3797
13231,2021-11-21 17:00:00,Basilicata,960
13232,2021-11-21 17:00:00,Calabria,3791
13233,2021-11-21 17:00:00,Campania,14472
13234,2021-11-21 17:00:00,Emilia-Romagna,14114
13230,2021-11-21 17:00:00,Abruzzo,3716
13236,2021-11-21 17:00:00,Lazio,15189
13237,2021-11-21 17:00:00,Liguria,3017
13238,2021-11-21 17:00:00,Lombardia,21964
13235,2021-11-21 17:00:00,Friuli Venezia Giulia,6071
13388,2021-11-28 17:00:00,P.A. Bolzano,5168
13396,2021-11-28 17:00:00,Valle d'Aosta,630
13395,2021-11-28 17:00:00,Umbria,1708
13394,2021-11-28 17:00:00,Toscana,9103
13393,2021-11-28 17:00:00,Sicilia,11847
13392,2021-11-28 17:00:00,Sardegna,2666
13391,2021-11-28 17:00:00,Puglia,4023
13390,2021-11-28 17:00:00,Piemonte,9813
13389,2021-11-28 17:00:00,P.A. Trento,1559
13387,2021-11-28 17:00:00,Molise,447
13397,2021-11-28 17:00:00,Veneto,28896
13385,2021-11-28 17:00:00,Lombardia,29660
13377,2021-11-28 17:00:00,Abruzzo,4311
13378,2021-11-28 17:00:00,Basilicata,1043
13379,2021-11-28 17:00:00,Calabria,4232
13380,2021-11-28 17:00:00,Campania,16799
13386,2021-11-28 17:00:00,Marche,5074
13382,2021-11-28 17:00:00,Friuli Venezia Giulia,7061
13383,2021-11-28 17:00:00,Lazio,18830
13384,2021-11-28 17:00:00,Liguria,4103
13381,2021-11-28 17:00:00,Emilia-Romagna,19470
13535,2021-12-05 17:00:00,P.A. Bolzano,6342
13543,2021-12-05 17:00:00,Valle d'Aosta,747
13542,2021-12-05 17:00:00,Umbria,1837
13541,2021-12-05 17:00:00,Toscana,10515
13540,2021-12-05 17:00:00,Sicilia,13317
13539,2021-12-05 17:00:00,Sardegna,3088
13538,2021-12-05 17:00:00,Puglia,4600
13537,2021-12-05 17:00:00,Piemonte,13409
13536,2021-12-05 17:00:00,P.A. Trento,1968
13534,2021-12-05 17:00:00,Molise,385
13544,2021-12-05 17:00:00,Veneto,38171
13532,2021-12-05 17:00:00,Lombardia,38848
13524,2021-12-05 17:00:00,Abruzzo,5080
13525,2021-12-05 17:00:00,Basilicata,1139
13526,2021-12-05 17:00:00,Calabria,5317
13527,2021-12-05 17:00:00,Campania,19160
13533,2021-12-05 17:00:00,Marche,5414
13529,2021-12-05 17:00:00,Friuli Venezia Giulia,7963
13530,2021-12-05 17:00:00,Lazio,24074
13531,2021-12-05 17:00:00,Liguria,5293
13528,2021-12-05 17:00:00,Emilia-Romagna,25333
13691,2021-12-12 17:00:00,Veneto,49241
13690,2021-12-12 17:00:00,Valle d'Aosta,739
13689,2021-12-12 17:00:00,Umbria,2343
13688,2021-12-12 17:00:00,Toscana,12907
13687,2021-12-12 17:00:00,Sicilia,16018
13686,2021-12-12 17:00:00,Sardegna,3307
13685,2021-12-12 17:00:00,Puglia,5454
13683,2021-12-12 17:00:00,P.A. Trento,2489
13682,2021-12-12 17:00:00,P.A. Bolzano,6485
13684,2021-12-12 17:00:00,Piemonte,18089
13681,2021-12-12 17:00:00,Molise,237
13679,2021-12-12 17:00:00,Lombardia,49261
13678,2021-12-12 17:00:00,Liguria,6573
13677,2021-12-12 17:00:00,Lazio,29500
13676,2021-12-12 17:00:00,Friuli Venezia Giulia,8274
13675,2021-12-12 17:00:00,Emilia-Romagna,32265
13674,2021-12-12 17:00:00,Campania,21570
13673,2021-12-12 17:00:00,Calabria,6701
13672,2021-12-12 17:00:00,Basilicata,1331
13671,2021-12-12 17:00:00,Abruzzo,5762
13680,2021-12-12 17:00:00,Marche,6331
13830,2021-12-19 17:00:00,P.A. Trento,3161
13831,2021-12-19 17:00:00,Piemonte,25457
13832,2021-12-19 17:00:00,Puglia,7178
13833,2021-12-19 17:00:00,Sardegna,4069
13838,2021-12-19 17:00:00,Veneto,60161
13835,2021-12-19 17:00:00,Toscana,16988
13836,2021-12-19 17:00:00,Umbria,3753
13837,2021-12-19 17:00:00,Valle d'Aosta,849
13834,2021-12-19 17:00:00,Sicilia,20787
13829,2021-12-19 17:00:00,P.A. Bolzano,5858
13828,2021-12-19 17:00:00,Molise,241
13826,2021-12-19 17:00:00,Lombardia,67668
13818,2021-12-19 17:00:00,Abruzzo,6982
13819,2021-12-19 17:00:00,Basilicata,1826
13820,2021-12-19 17:00:00,Calabria,8507
13821,2021-12-19 17:00:00,Campania,26031
13827,2021-12-19 17:00:00,Marche,6602
13823,2021-12-19 17:00:00,Friuli Venezia Giulia,8246
13824,2021-12-19 17:00:00,Lazio,37745
13825,2021-12-19 17:00:00,Liguria,8498
13822,2021-12-19 17:00:00,Emilia-Romagna,41668
13985,2021-12-26 17:00:00,Veneto,70639
13976,2021-12-26 17:00:00,P.A. Bolzano,4608
13984,2021-12-26 17:00:00,Valle d'Aosta,1246
13983,2021-12-26 17:00:00,Umbria,7621
13982,2021-12-26 17:00:00,Toscana,29990
13981,2021-12-26 17:00:00,Sicilia,28529
13980,2021-12-26 17:00:00,Sardegna,5309
13979,2021-12-26 17:00:00,Puglia,11643
13978,2021-12-26 17:00:00,Piemonte,38920
13977,2021-12-26 17:00:00,P.A. Trento,3882
13974,2021-12-26 17:00:00,Marche,6826
13973,2021-12-26 17:00:00,Lombardia,119987
13972,2021-12-26 17:00:00,Liguria,10271
13971,2021-12-26 17:00:00,Lazio,51557
13970,2021-12-26 17:00:00,Friuli Venezia Giulia,8980
13969,2021-12-26 17:00:00,Emilia-Romagna,54822
13968,2021-12-26 17:00:00,Campania,38723
13967,2021-12-26 17:00:00,Calabria,10914
13966,2021-12-26 17:00:00,Basilicata,2734
13965,2021-12-26 17:00:00,Abruzzo,9105
13975,2021-12-26 17:00:00,Molise,533
14124,2022-01-02 17:00:00,P.A. Trento,8624
14131,2022-01-02 17:00:00,Valle d'Aosta,2593
14130,2022-01-02 17:00:00,Umbria,23363
14129,2022-01-02 17:00:00,Toscana,94797
14128,2022-01-02 17:00:00,Sicilia,51296
14127,2022-01-02 17:00:00,Sardegna,9292
14126,2022-01-02 17:00:00,Puglia,30678
14132,2022-01-02 17:00:00,Veneto,106799
14123,2022-01-02 17:00:00,P.A. Bolzano,4957
14125,2022-01-02 17:00:00,Piemonte,80091
14122,2022-01-02 17:00:00,Molise,2125
14112,2022-01-02 17:00:00,Abruzzo,22000
14113,2022-01-02 17:00:00,Basilicata,5627
14114,2022-01-02 17:00:00,Calabria,17637
14115,2022-01-02 17:00:00,Campania,94378
14121,2022-01-02 17:00:00,Marche,8109
14117,2022-01-02 17:00:00,Friuli Venezia Giulia,14766
14118,2022-01-02 17:00:00,Lazio,90401
14119,2022-01-02 17:00:00,Liguria,13859
14120,2022-01-02 17:00:00,Lombardia,292093
14116,2022-01-02 17:00:00,Emilia-Romagna,97052
14271,2022-01-09 17:00:00,P.A. Trento,20237
14279,2022-01-09 17:00:00,Veneto,184459
14278,2022-01-09 17:00:00,Valle d'Aosta,4874
14277,2022-01-09 17:00:00,Umbria,33973
14276,2022-01-09 17:00:00,Toscana,175048
14275,2022-01-09 17:00:00,Sicilia,111777
14274,2022-01-09 17:00:00,Sardegna,15181
14273,2022-01-09 17:00:00,Puglia,62330
14272,2022-01-09 17:00:00,Piemonte,141398
14270,2022-01-09 17:00:00,P.A. Bolzano,10985
14261,2022-01-09 17:00:00,Calabria,27713
14268,2022-01-09 17:00:00,Marche,10823
14260,2022-01-09 17:00:00,Basilicata,10513
14269,2022-01-09 17:00:00,Molise,4312
14262,2022-01-09 17:00:00,Campania,157759
14263,2022-01-09 17:00:00,Emilia-Romagna,199855
14259,2022-01-09 17:00:00,Abruzzo,48360
14265,2022-01-09 17:00:00,Lazio,164491
14266,2022-01-09 17:00:00,Liguria,16812
14267,2022-01-09 17:00:00,Lombardia,509128
14264,2022-01-09 17:00:00,Friuli Venezia Giulia,33951
14418,2022-01-16 17:00:00,P.A. Trento,27384
14419,2022-01-16 17:00:00,Piemonte,167295
14420,2022-01-16 17:00:00,Puglia,118307
14421,2022-01-16 17:00:00,Sardegna,21016
14417,2022-01-16 17:00:00,P.A. Bolzano,22200
14423,2022-01-16 17:00:00,Toscana,178444
14424,2022-01-16 17:00:00,Umbria,28685
14425,2022-01-16 17:00:00,Valle d'Aosta,6032
14422,2022-01-16 17:00:00,Sicilia,173689
14416,2022-01-16 17:00:00,Molise,7767
14426,2022-01-16 17:00:00,Veneto,252942
14414,2022-01-16 17:00:00,Lombardia,558451
14406,2022-01-16 17:00:00,Abruzzo,69078
14407,2022-01-16 17:00:00,Basilicata,14016
14408,2022-01-16 17:00:00,Calabria,36960
14409,2022-01-16 17:00:00,Campania,249206
14415,2022-01-16 17:00:00,Marche,17393
14411,2022-01-16 17:00:00,Friuli Venezia Giulia,48409
14412,2022-01-16 17:00:00,Lazio,220205
14413,2022-01-16 17:00:00,Liguria,27979
14410,2022-01-16 17:00:00,Emilia-Romagna,303399
14564,2022-01-23 17:00:00,P.A. Bolzano,26118
14572,2022-01-23 17:00:00,Valle d'Aosta,5905
14571,2022-01-23 17:00:00,Umbria,24935
14570,2022-01-23 17:00:00,Toscana,179398
14569,2022-01-23 17:00:00,Sicilia,212178
14568,2022-01-23 17:00:00,Sardegna,22620
14567,2022-01-23 17:00:00,Puglia,134483
14566,2022-01-23 17:00:00,Piemonte,175621
14565,2022-01-23 17:00:00,P.A. Trento,26301
14573,2022-01-23 17:00:00,Veneto,288819
14563,2022-01-23 17:00:00,Molise,9311
14561,2022-01-23 17:00:00,Lombardia,465215
14560,2022-01-23 17:00:00,Liguria,39464
14559,2022-01-23 17:00:00,Lazio,271243
14558,2022-01-23 17:00:00,Friuli Venezia Giulia,61399
14557,2022-01-23 17:00:00,Emilia-Romagna,368543
14556,2022-01-23 17:00:00,Campania,252393
14555,2022-01-23 17:00:00,Calabria,41835
14554,2022-01-23 17:00:00,Basilicata,17056
14553,2022-01-23 17:00:00,Abruzzo,91614
14562,2022-01-23 17:00:00,Marche,20455
14712,2022-01-30 17:00:00,P.A. Trento,21194
14713,2022-01-30 17:00:00,Piemonte,148515
14714,2022-01-30 17:00:00,Puglia,140665
14715,2022-01-30 17:00:00,Sardegna,23409
14711,2022-01-30 17:00:00,P.A. Bolzano,23169
14717,2022-01-30 17:00:00,Toscana,156411
14718,2022-01-30 17:00:00,Umbria,23188
14719,2022-01-30 17:00:00,Valle d'Aosta,4969
14716,2022-01-30 17:00:00,Sicilia,242444
14720,2022-01-30 17:00:00,Veneto,250755
14710,2022-01-30 17:00:00,Molise,9589
14708,2022-01-30 17:00:00,Lombardia,387290
14700,2022-01-30 17:00:00,Abruzzo,111624
14701,2022-01-30 17:00:00,Basilicata,18716
14702,2022-01-30 17:00:00,Calabria,41241
14703,2022-01-30 17:00:00,Campania,232093
14709,2022-01-30 17:00:00,Marche,26935
14705,2022-01-30 17:00:00,Friuli Venezia Giulia,62290
14706,2022-01-30 17:00:00,Lazio,291783
14707,2022-01-30 17:00:00,Liguria,47109
14704,2022-01-30 17:00:00,Emilia-Romagna,380428
14859,2022-02-06 17:00:00,P.A. Trento,13345
14867,2022-02-06 17:00:00,Veneto,173300
14866,2022-02-06 17:00:00,Valle d'Aosta,3506
14865,2022-02-06 17:00:00,Umbria,19161
14864,2022-02-06 17:00:00,Toscana,122390
14863,2022-02-06 17:00:00,Sicilia,270939
14862,2022-02-06 17:00:00,Sardegna,28171
14861,2022-02-06 17:00:00,Puglia,105942
14860,2022-02-06 17:00:00,Piemonte,101747
14858,2022-02-06 17:00:00,P.A. Bolzano,16439
14857,2022-02-06 17:00:00,Molise,8747
14856,2022-02-06 17:00:00,Marche,23745
14848,2022-02-06 17:00:00,Basilicata,20207
14849,2022-02-06 17:00:00,Calabria,43169
14850,2022-02-06 17:00:00,Campania,208208
14851,2022-02-06 17:00:00,Emilia-Romagna,155685
14847,2022-02-06 17:00:00,Abruzzo,117996
14853,2022-02-06 17:00:00,Lazio,278607
14854,2022-02-06 17:00:00,Liguria,38964
14855,2022-02-06 17:00:00,Lombardia,275586
14852,2022-02-06 17:00:00,Friuli Venezia Giulia,47394
15006,2022-02-13 17:00:00,P.A. Trento,7964
15014,2022-02-13 17:00:00,Veneto,108166
15013,2022-02-13 17:00:00,Valle d'Aosta,2119
15012,2022-02-13 17:00:00,Umbria,14667
15011,2022-02-13 17:00:00,Toscana,73883
15010,2022-02-13 17:00:00,Sicilia,260006
15009,2022-02-13 17:00:00,Sardegna,34387
15008,2022-02-13 17:00:00,Puglia,97078
15007,2022-02-13 17:00:00,Piemonte,70221
15005,2022-02-13 17:00:00,P.A. Bolzano,10669
15004,2022-02-13 17:00:00,Molise,7686
15003,2022-02-13 17:00:00,Marche,23017
14995,2022-02-13 17:00:00,Basilicata,20142
14996,2022-02-13 17:00:00,Calabria,46103
14997,2022-02-13 17:00:00,Campania,176953
14998,2022-02-13 17:00:00,Emilia-Romagna,89938
14994,2022-02-13 17:00:00,Abruzzo,106486
15000,2022-02-13 17:00:00,Lazio,244125
15001,2022-02-13 17:00:00,Liguria,25210
15002,2022-02-13 17:00:00,Lombardia,184621
14999,2022-02-13 17:00:00,Friuli Venezia Giulia,35232
15153,2022-02-20 17:00:00,P.A. Trento,5104
15161,2022-02-20 17:00:00,Veneto,73475
15160,2022-02-20 17:00:00,Valle d'Aosta,1555
15159,2022-02-20 17:00:00,Umbria,11173
15158,2022-02-20 17:00:00,Toscana,48101
15157,2022-02-20 17:00:00,Sicilia,247522
15156,2022-02-20 17:00:00,Sardegna,36171
15155,2022-02-20 17:00:00,Puglia,86582
15154,2022-02-20 17:00:00,Piemonte,54388
15152,2022-02-20 17:00:00,P.A. Bolzano,7644
15151,2022-02-20 17:00:00,Molise,7068
15150,2022-02-20 17:00:00,Marche,22815
15142,2022-02-20 17:00:00,Basilicata,19720
15143,2022-02-20 17:00:00,Calabria,48842
15144,2022-02-20 17:00:00,Campania,154565
15145,2022-02-20 17:00:00,Emilia-Romagna,53099
15141,2022-02-20 17:00:00,Abruzzo,93010
15147,2022-02-20 17:00:00,Lazio,196985
15148,2022-02-20 17:00:00,Liguria,17786
15149,2022-02-20 17:00:00,Lombardia,137741
15146,2022-02-20 17:00:00,Friuli Venezia Giulia,25001
15300,2022-02-27 17:00:00,P.A. Trento,3752
15308,2022-02-27 17:00:00,Veneto,57461
15307,2022-02-27 17:00:00,Valle d'Aosta,1379
15306,2022-02-27 17:00:00,Umbria,9536
15305,2022-02-27 17:00:00,Toscana,32164
15304,2022-02-27 17:00:00,Sicilia,230745
15303,2022-02-27 17:00:00,Sardegna,31654
15302,2022-02-27 17:00:00,Puglia,79666
15301,2022-02-27 17:00:00,Piemonte,46774
15299,2022-02-27 17:00:00,P.A. Bolzano,5636
15298,2022-02-27 17:00:00,Molise,6410
15297,2022-02-27 17:00:00,Marche,18657
15289,2022-02-27 17:00:00,Basilicata,19576
15290,2022-02-27 17:00:00,Calabria,45981
15291,2022-02-27 17:00:00,Campania,136192
15292,2022-02-27 17:00:00,Emilia-Romagna,36556
15288,2022-02-27 17:00:00,Abruzzo,61853
15294,2022-02-27 17:00:00,Lazio,144103
15295,2022-02-27 17:00:00,Liguria,14660
15296,2022-02-27 17:00:00,Lombardia,120158
15293,2022-02-27 17:00:00,Friuli Venezia Giulia,19365
15447,2022-03-06 17:00:00,P.A. Trento,2900
15455,2022-03-06 17:00:00,Veneto,49566
15454,2022-03-06 17:00:00,Valle d'Aosta,1319
15453,2022-03-06 17:00:00,Umbria,10623
15452,2022-03-06 17:00:00,Toscana,23676
15451,2022-03-06 17:00:00,Sicilia,221771
15450,2022-03-06 17:00:00,Sardegna,25238
15449,2022-03-06 17:00:00,Puglia,74339
15448,2022-03-06 17:00:00,Piemonte,42568
15446,2022-03-06 17:00:00,P.A. Bolzano,4241
15445,2022-03-06 17:00:00,Molise,5854
15444,2022-03-06 17:00:00,Marche,15307
15436,2022-03-06 17:00:00,Basilicata,19662
15437,2022-03-06 17:00:00,Calabria,46708
15438,2022-03-06 17:00:00,Campania,125243
15439,2022-03-06 17:00:00,Emilia-Romagna,28888
15435,2022-03-06 17:00:00,Abruzzo,65108
15441,2022-03-06 17:00:00,Lazio,112662
15442,2022-03-06 17:00:00,Liguria,12772
15443,2022-03-06 17:00:00,Lombardia,110818
15440,2022-03-06 17:00:00,Friuli Venezia Giulia,17078
15594,2022-03-13 17:00:00,P.A. Trento,3003
15602,2022-03-13 17:00:00,Veneto,52744
15601,2022-03-13 17:00:00,Valle d'Aosta,946
15600,2022-03-13 17:00:00,Umbria,15048
15599,2022-03-13 17:00:00,Toscana,28820
15598,2022-03-13 17:00:00,Sicilia,228192
15597,2022-03-13 17:00:00,Sardegna,24514
15596,2022-03-13 17:00:00,Puglia,80152
15595,2022-03-13 17:00:00,Piemonte,43334
15593,2022-03-13 17:00:00,P.A. Bolzano,5182
15592,2022-03-13 17:00:00,Molise,6543
15591,2022-03-13 17:00:00,Marche,13623
15583,2022-03-13 17:00:00,Basilicata,17868
15584,2022-03-13 17:00:00,Calabria,51527
15585,2022-03-13 17:00:00,Campania,122898
15586,2022-03-13 17:00:00,Emilia-Romagna,30275
15582,2022-03-13 17:00:00,Abruzzo,30744
15588,2022-03-13 17:00:00,Lazio,97026
15589,2022-03-13 17:00:00,Liguria,13437
15590,2022-03-13 17:00:00,Lombardia,115789
15587,2022-03-13 17:00:00,Friuli Venezia Giulia,17839
15741,2022-03-20 17:00:00,P.A. Trento,3473
15749,2022-03-20 17:00:00,Veneto,66408
15748,2022-03-20 17:00:00,Valle d'Aosta,1184
15747,2022-03-20 17:00:00,Umbria,20934
15746,2022-03-20 17:00:00,Toscana,42704
15745,2022-03-20 17:00:00,Sicilia,236862
15744,2022-03-20 17:00:00,Sardegna,28718
15743,2022-03-20 17:00:00,Puglia,102486
15742,2022-03-20 17:00:00,Piemonte,48577
15740,2022-03-20 17:00:00,P.A. Bolzano,5628
15739,2022-03-20 17:00:00,Molise,7620
15738,2022-03-20 17:00:00,Marche,16316
15730,2022-03-20 17:00:00,Basilicata,21206
15731,2022-03-20 17:00:00,Calabria,63402
15732,2022-03-20 17:00:00,Campania,146495
15733,2022-03-20 17:00:00,Emilia-Romagna,39347
15729,2022-03-20 17:00:00,Abruzzo,39696
15735,2022-03-20 17:00:00,Lazio,106728
15736,2022-03-20 17:00:00,Liguria,15652
15737,2022-03-20 17:00:00,Lombardia,138835
15734,2022-03-20 17:00:00,Friuli Venezia Giulia,20553
15888,2022-03-27 17:00:00,P.A. Trento,3928
15896,2022-03-27 17:00:00,Veneto,75870
15895,2022-03-27 17:00:00,Valle d'Aosta,1203
15894,2022-03-27 17:00:00,Umbria,20139
15893,2022-03-27 17:00:00,Toscana,47913
15892,2022-03-27 17:00:00,Sicilia,229157
